,manufactured,brand,variant,owner,fuel,type,kms,price,city
3135,2014,Hyundai,Hyundai Xcent,2nd Owner,Petrol,Manual,68542,458699,Chennai
3136,2017,Hyundai,Hyundai Verna,1st Owner,Petrol,Manual,21878,773699,Chennai
3137,2014,Honda,Honda Amaze,1st Owner,Petrol,Manual,34255,462499,Chennai
3138,2017,Volkswagen,Volkswagen Ameo,1st Owner,Petrol,Manual,48014,501999,Chennai
3139,2017,Renault,Renault Kwid,1st Owner,Petrol,Manual,15930,375999,Chennai
3140,2018,Hyundai,Hyundai Verna,1st Owner,Petrol,Manual,14979,920899,Chennai
3141,2017,Maruti,Maruti Ciaz,1st Owner,Petrol,Manual,49067,813999,Chennai
3142,2015,Maruti,Maruti Alto 800,3rd Owner,Petrol,Manual,22685,281499,Chennai
3143,2011,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,101669,287799,Chennai
3144,2016,Hyundai,Hyundai Elite i20,2nd Owner,Petrol,Manual,66724,569199,Chennai
3145,2016,Tata,Tata Tiago,1st Owner,Petrol,Manual,34466,449299,Chennai
3146,2019,Volkswagen,Volkswagen Vento,2nd Owner,Petrol,Manual,23602,963899,Chennai
3147,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,74093,578599,Chennai
3148,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,88578,589799,Chennai
3149,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,44158,603999,Chennai
3150,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,51194,610999,Chennai
3151,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,25636,610599,Chennai
3152,2017,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,82331,502499,Chennai
3153,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,42923,569599,Chennai
3154,2017,Tata,Tata Tiago,1st Owner,Petrol,Manual,92002,439899,Chennai
3155,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,41280,687699,Chennai
3156,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,17625,683999,Chennai
3157,2014,Hyundai,Hyundai Elite i20,2nd Owner,Petrol,Manual,83895,523999,Chennai
3158,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,50154,668299,Chennai
3159,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,40982,632999,Chennai
3160,2015,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,51727,530399,Chennai
3161,2021,Maruti,Maruti S PRESSO,1st Owner,Petrol,Manual,16268,497799,Chennai
3162,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,18073,692799,Chennai
3163,2018,Maruti,Maruti Celerio X,1st Owner,Petrol,Manual,81529,497799,Chennai
3164,2016,Maruti,Maruti Baleno,2nd Owner,Diesel,Manual,83504,569699,Chennai
3165,2017,Tata,Tata Tiago,2nd Owner,Petrol,Manual,54117,427299,Chennai
3166,2018,Nissan,Nissan Micra Active,1st Owner,Petrol,Manual,12702,506399,Chennai
3167,2020,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Automatic,22513,684199,Chennai
3168,2020,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Manual,3743,692399,Chennai
3169,2015,Honda,Honda Amaze,1st Owner,Petrol,Manual,60022,485899,Chennai
3170,2016,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,34839,540099,Chennai
3171,2020,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Automatic,2869,736499,Chennai
3172,2012,Toyota,Toyota Etios Liva,2nd Owner,Petrol,Manual,103113,341399,Chennai
3173,2015,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,64360,573899,Chennai
3174,2020,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Manual,7732,716099,Chennai
3175,2017,Ford,Ford New Figo,1st Owner,Petrol,Manual,19376,536599,Chennai
3176,2012,Toyota,Toyota Etios Liva,1st Owner,Diesel,Manual,111086,372799,Chennai
3177,2019,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Manual,28721,735899,Chennai
3178,2016,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,81803,597999,Chennai
3179,2011,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,72997,311899,Chennai
3180,2017,Maruti,Maruti Ciaz,1st Owner,Petrol,Manual,90138,658999,Chennai
3181,2019,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Manual,11089,776199,Chennai
3182,2015,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,47147,571499,Chennai
3183,2015,Hyundai,Hyundai Elite i20,3rd Owner,Petrol,Manual,78971,532099,Chennai
3184,2016,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,68799,540099,Chennai
3185,2017,Maruti,Maruti Dzire,1st Owner,Diesel,Automatic,93563,689399,Chennai
3186,2013,Hyundai,Hyundai i20,2nd Owner,Petrol,Manual,33901,457099,Chennai
3187,2016,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,94515,574499,Chennai
3188,2016,Maruti,Maruti S Cross,3rd Owner,Diesel,Manual,103019,646799,Chennai
3189,2017,Maruti,Maruti Dzire,1st Owner,Diesel,Automatic,51593,717999,Chennai
3190,2012,Honda,Honda Brio,1st Owner,Petrol,Manual,53023,329499,Chennai
3191,2012,Toyota,Toyota Etios Liva,1st Owner,Diesel,Manual,102558,418699,Chennai
3192,2012,Honda,Honda Brio,1st Owner,Petrol,Manual,65786,340699,Chennai
3193,2015,Volkswagen,Volkswagen Polo,2nd Owner,Petrol,Manual,57637,516199,Chennai
3194,2017,Hyundai,Hyundai i20 Active,1st Owner,Diesel,Manual,83005,677499,Chennai
3195,2017,Maruti,Maruti Dzire,1st Owner,Petrol,Manual,14308,628199,Chennai
3196,2017,Ford,Ford New Figo,1st Owner,Diesel,Manual,41012,561299,Chennai
3197,2015,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,67132,551799,Chennai
3198,2018,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,28442,563499,Chennai
3199,2018,Volkswagen,Volkswagen Polo,2nd Owner,Petrol,Manual,69131,591099,Chennai
3200,2018,Renault,Renault Kwid,2nd Owner,Petrol,Manual,25269,374799,Chennai
3201,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,39936,695899,Chennai
3202,2017,Renault,Renault Kwid,1st Owner,Petrol,Manual,68865,362099,Chennai
3203,2016,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,86975,653599,Chennai
3204,2017,Honda,Honda City,1st Owner,Petrol,Manual,81041,815299,Chennai
3205,2015,Nissan,Nissan Micra,1st Owner,Petrol,Automatic,60539,430999,Chennai
3206,2016,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,117676,577399,Chennai
3207,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,43310,662899,Chennai
3208,2017,Ford,Ford New Figo,1st Owner,Petrol,Manual,39351,536599,Chennai
3209,2017,Maruti,Maruti Baleno,2nd Owner,Petrol,Automatic,22993,721999,Chennai
3210,2017,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,24978,634099,Chennai
3211,2017,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,54937,696599,Chennai
3212,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,56285,647599,Chennai
3213,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,21145,641199,Chennai
3214,2017,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,42893,642699,Chennai
3215,2020,Honda,Honda City,1st Owner,Petrol,Manual,5432,1061399,Chennai
3216,2011,Maruti,Maruti A Star,1st Owner,Petrol,Manual,123134,246599,Chennai
3217,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,60302,646999,Chennai
3218,2014,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,110713,388499,Chennai
3219,2017,Maruti,Maruti Baleno,2nd Owner,Diesel,Manual,37606,592699,Chennai
3220,2017,Renault,Renault Kwid,1st Owner,Petrol,Automatic,38176,426099,Chennai
3221,2010,Maruti,Maruti Zen Estilo,1st Owner,Petrol,Manual,31247,244699,Chennai
3222,2017,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,51125,624199,Chennai
3223,2017,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,28744,648099,Chennai
3224,2018,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,11271,747599,Chennai
3225,2015,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,130436,402699,Chennai
3226,2017,Hyundai,Hyundai Elite i20,2nd Owner,Petrol,Manual,18594,667299,Chennai
3227,2016,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,36771,602999,Chennai
3228,2016,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,81515,684599,Chennai
3229,2014,Hyundai,Hyundai Grand i10,1st Owner,Diesel,Manual,67434,429499,Chennai
3230,2014,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,45373,435299,Chennai
3231,2018,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,29115,644199,Chennai
3232,2018,Tata,Tata Tiago,1st Owner,Petrol,Manual,33555,552599,Chennai
3233,2012,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,101963,492799,Chennai
3234,2018,Tata,Tata Tiago,1st Owner,Petrol,Manual,38855,557499,Chennai
3235,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,20688,699599,Chennai
3236,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,17273,701599,Chennai
3237,2018,Maruti,Maruti Ignis,1st Owner,Petrol,Automatic,58131,584899,Chennai
3238,2018,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,63423,573199,Chennai
3239,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,47755,643899,Chennai
3240,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,45972,645899,Chennai
3241,2020,Renault,Renault Kwid,1st Owner,Petrol,Manual,2021,544499,Chennai
3242,2018,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,26097,533999,Chennai
3243,2018,Maruti,Maruti Ignis,1st Owner,Diesel,Automatic,121087,552499,Chennai
3244,2019,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,31191,670199,Chennai
3245,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,33729,691299,Chennai
3246,2018,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,59079,712099,Chennai
3247,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,19574,660099,Chennai
3248,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,30123,657299,Chennai
3249,2018,Renault,Renault Kwid,1st Owner,Petrol,Automatic,35905,437099,Chennai
3250,2017,Honda,Honda Jazz,1st Owner,Petrol,Automatic,19015,676399,Chennai
3251,2012,Maruti,Maruti Swift Dzire,2nd Owner,Petrol,Manual,160596,432599,Chennai
3252,2015,Maruti,Maruti Swift,1st Owner,Petrol,Manual,17350,536399,Chennai
3253,2016,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,166618,609499,Chennai
3254,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,58978,664199,Chennai
3255,2018,Maruti,Maruti Ignis,2nd Owner,Petrol,Manual,12468,578399,Chennai
3256,2014,Maruti,Maruti Celerio,4th Owner,Petrol,Automatic,66799,381899,Chennai
3257,2019,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,8872,724099,Chennai
3258,2018,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,24679,565699,Chennai
3259,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,55143,701599,Chennai
3260,2020,Tata,Tata Tiago,1st Owner,Petrol,Manual,13394,506299,Chennai
3261,2013,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,64676,231899,Chennai
3262,2014,Honda,Honda City,1st Owner,Diesel,Manual,138096,607999,Chennai
3263,2019,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,44661,729399,Chennai
3264,2013,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,22081,265599,Chennai
3265,2019,Tata,Tata Tiago,1st Owner,Petrol,Manual,40570,540999,Chennai
3266,2019,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,42905,701099,Chennai
3267,2018,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,8372,601699,Chennai
3268,2018,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,18421,575599,Chennai
3269,2018,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,40426,482999,Chennai
3270,2016,Maruti,Maruti Swift,1st Owner,Petrol,Manual,51823,513599,Chennai
3271,2015,Maruti,Maruti Wagon R Stingray,1st Owner,Petrol,Manual,7586,447699,Chennai
3272,2014,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,77301,508899,Chennai
3273,2016,Maruti,Maruti Swift,1st Owner,Petrol,Manual,66482,540599,Chennai
3274,2016,Maruti,Maruti Swift,1st Owner,Petrol,Manual,15864,557199,Chennai
3275,2013,Honda,Honda Brio,2nd Owner,Petrol,Manual,63007,335199,Chennai
3276,2016,Maruti,Maruti Swift,1st Owner,Petrol,Manual,69021,525299,Chennai
3277,2015,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,46730,510899,Chennai
3278,2011,Maruti,Maruti Alto,1st Owner,Petrol,Manual,21975,229199,Chennai
3279,2015,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,50979,505099,Chennai
3280,2018,Maruti,Maruti Swift,2nd Owner,Petrol,Automatic,38389,627599,Chennai
3281,2014,Hyundai,Hyundai Eon,3rd Owner,Petrol,Manual,19439,303099,Chennai
3282,2012,Hyundai,Hyundai i10,2nd Owner,Petrol,Manual,39534,355799,Chennai
3283,2017,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,34721,573599,Chennai
3284,2019,Honda,Honda Jazz,1st Owner,Petrol,Manual,6957,750999,Chennai
3285,2019,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,27830,565799,Chennai
3286,2014,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,3009,416599,Chennai
3287,2019,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,17283,593099,Chennai
3288,2018,Maruti,Maruti Swift,1st Owner,Petrol,Manual,39214,573599,Chennai
3289,2020,Maruti,Maruti S PRESSO,1st Owner,Petrol,Automatic,4564,542599,Chennai
3290,2019,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,4262,631299,Chennai
3291,2019,Hyundai,Hyundai New Santro,2nd Owner,Petrol,Manual,18334,514399,Chennai
3292,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,35685,571599,Chennai
3293,2013,Maruti,Maruti Swift,2nd Owner,Diesel,Manual,88137,400299,Chennai
3294,2012,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,190147,413799,Chennai
3295,2019,Hyundai,Hyundai New Santro,1st Owner,Petrol,Manual,17082,464299,Chennai
3296,2015,Maruti,Maruti Swift,1st Owner,Petrol,Manual,41224,468499,Chennai
3297,2019,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,17996,609599,Chennai
3298,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,52687,583899,Chennai
3299,2019,Renault,Renault Kwid,1st Owner,Petrol,Automatic,34972,479099,Chennai
3300,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,46913,588899,Chennai
3301,2015,Maruti,Maruti Swift Dzire,2nd Owner,Diesel,Manual,38769,565799,Chennai
3302,2017,Maruti,Maruti Omni E,1st Owner,Petrol,Manual,69383,329599,Chennai
3303,2018,Maruti,Maruti Swift,1st Owner,Petrol,Manual,75890,573599,Chennai
3304,2017,Hyundai,Hyundai Eon,2nd Owner,Petrol,Manual,50865,348399,Chennai
3305,2018,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,53793,447499,Chennai
3306,2019,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,27277,609599,Chennai
3307,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,60464,601399,Chennai
3308,2014,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,47529,481999,Chennai
3309,2019,Maruti,Maruti Swift,1st Owner,Petrol,Automatic,60860,670299,Chennai
3310,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,18716,614899,Chennai
3311,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,54222,582699,Chennai
3312,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,76651,529999,Chennai
3313,2019,Maruti,Maruti Swift,1st Owner,Petrol,Manual,19695,609599,Chennai
3314,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,16944,603699,Chennai
3315,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,16336,605099,Chennai
3316,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,52048,434999,Chennai
3317,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,24297,575699,Chennai
3318,2019,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,89264,703999,Chennai
3319,2018,Hyundai,Hyundai Grand i10,2nd Owner,Petrol,Manual,17864,532099,Chennai
3320,2019,Maruti,Maruti Alto,1st Owner,Petrol,Manual,15340,302199,Chennai
3321,2020,Ford,Ford Ecosport,1st Owner,Petrol,Manual,1858,1121799,Chennai
3322,2019,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,1518,590699,Chennai
3323,2013,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,21243,369899,Chennai
3324,2018,Maruti,Maruti Swift,1st Owner,Petrol,Manual,87677,599899,Chennai
3325,2019,Honda,Honda Jazz,1st Owner,Petrol,Manual,40441,748999,Chennai
3326,2019,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,27015,553999,Chennai
3327,2019,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,13079,516499,Chennai
3328,2015,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Automatic,56836,516399,Chennai
3329,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,41245,605099,Chennai
3330,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,86629,417799,Chennai
3331,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,45976,576999,Chennai
3332,2017,Maruti,Maruti Omni E,1st Owner,Petrol,Manual,27387,338899,Chennai
3333,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,69220,343399,Chennai
3334,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Automatic,44002,554199,Chennai
3335,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,93304,434499,Chennai
3336,2016,Maruti,Maruti Celerio,2nd Owner,Petrol,Automatic,55104,434999,Chennai
3337,2019,Maruti,Maruti Alto,2nd Owner,Petrol,Manual,13684,396099,Chennai
3338,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,148889,444699,Chennai
3339,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,16647,521199,Chennai
3340,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,16983,592199,Chennai
3341,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,37522,355399,Chennai
3342,2017,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,48661,441399,Chennai
3343,2014,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,23671,401899,Chennai
3344,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,17132,518099,Chennai
3345,2018,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,35927,492299,Chennai
3346,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,13300,492899,Chennai
3347,2018,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,70486,483899,Chennai
3348,2017,Hyundai,Hyundai Grand i10,2nd Owner,Diesel,Manual,27389,525599,Chennai
3349,2018,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Automatic,26598,549599,Chennai
3350,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,89971,436199,Chennai
3351,2014,Hyundai,Hyundai i10,2nd Owner,Petrol,Manual,50139,374799,Chennai
3352,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,23727,364699,Chennai
3353,2016,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,55293,286699,Chennai
3354,2016,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,47745,275599,Chennai
3355,2016,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,95754,289299,Chennai
3356,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,22609,567499,Chennai
3357,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,37170,372299,Chennai
3358,2019,Maruti,Maruti Celerio,2nd Owner,Petrol,Automatic,15148,558799,Chennai
3359,2016,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,31501,365899,Chennai
3360,2018,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,70206,483299,Chennai
3361,2014,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,46379,376399,Chennai
3362,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,4807,385099,Chennai
3363,2016,Maruti,Maruti Celerio,3rd Owner,Petrol,Automatic,47851,432799,Chennai
3364,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,131549,491399,Chennai
3365,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,22454,385099,Chennai
3366,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,16070,487999,Chennai
3367,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,25880,558699,Chennai
3368,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Automatic,14079,594699,Chennai
3369,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,62395,481099,Chennai
3370,2017,Maruti,Maruti Celerio,2nd Owner,Petrol,Manual,23324,447499,Chennai
3371,2015,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,78823,392699,Chennai
3372,2017,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,21695,435399,Chennai
3373,2014,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,4009,428899,Chennai
3374,2017,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,33898,474099,Chennai
3375,2014,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,114292,356999,Chennai
3376,2017,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,27619,474099,Chennai
3377,2017,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,17839,472099,Chennai
3378,2018,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Automatic,16493,482099,Chennai
3379,2015,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,76693,395299,Chennai
3380,2014,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,7450,416099,Chennai
3381,2017,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,82334,415699,Chennai
3382,2017,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,3984,487999,Chennai
3383,2016,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,10515,444499,Chennai
3384,2015,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,79310,395799,Chennai
3385,2016,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,15705,435799,Chennai
3386,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,72301,322599,Chennai
3387,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,16026,444899,Chennai
3388,2013,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,69153,376099,Chennai
3389,2017,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,30184,462399,Chennai
3390,2015,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,62630,398499,Chennai
3391,2017,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,27517,476799,Chennai
3392,2017,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,18932,422799,Chennai
3393,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,53899,312799,Chennai
3394,2017,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,41221,442699,Chennai
3395,2018,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,20780,428599,Chennai
3396,2013,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,52468,357899,Chennai
3397,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,74519,311099,Chennai
3398,2017,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Automatic,44126,441499,Chennai
3399,2019,Maruti,Maruti Omni E,1st Owner,Petrol,Manual,3768,423799,Chennai
3400,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,68041,312799,Chennai
3401,2014,Maruti,Maruti Alto 800,3rd Owner,Petrol,Manual,39845,272199,Chennai
3402,2015,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,60384,303599,Chennai
3403,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,7431,309099,Chennai
3404,2018,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,18502,441199,Chennai
3405,2014,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,45043,289099,Chennai
3406,2018,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,22173,435999,Chennai
3407,2015,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,47290,301799,Chennai
3408,2018,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,31500,441199,Chennai
3409,2018,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,34258,425599,Chennai
3410,2016,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,20195,347499,Chennai
3411,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,7965,322599,Chennai
3412,2017,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,21135,428599,Chennai
3413,2015,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,23689,290099,Chennai
3414,2015,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,15750,298799,Chennai
3415,2017,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,26035,428599,Chennai
3416,2015,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,22433,296399,Chennai
3417,2017,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,10537,428599,Chennai
3418,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,18081,309099,Chennai
3419,2019,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,7018,468999,Chennai
3420,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,19805,309099,Chennai
3421,2017,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,24279,428599,Chennai
